Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
25.32,60.92,27.45,Đất mùn,Cây bông,8,3,35,28-28
30.49,62.68,54.33,Đất đỏ bazan,Cây mía,11,0,39,28-28
30.32,74.54,28.58,Đất mùn,Các loại đậu,6,0,34,14-35-14
32.0,69.46,51.38,Đất thịt tơi xốp,Cây bông,12,0,6,DAP
30.09,50.47,63.24,Đất cát,Cây đậu phộng (Lạc),12,0,36,14-35-14
32.55,61.3,70.0,Đất sét,Cây chè,7,14,14,28-28
29.27,44.77,37.58,Đất cát,Cây bắp,25,0,22,DAP
28.93,67.15,49.11,Đất mùn,Các loại đậu,16,0,36,28-28
27.16,59.89,53.85,Đất thịt tơi xốp,Millets,13,0,33,DAP
33.73,70.72,33.03,Đất đỏ bazan,Cây bắp,34,4,4,20-20
39.43,54.27,49.34,Đất cát,Cây bắp,15,0,41,17-17-17
26.07,69.48,54.33,Đất sét,Các loại hạt (hạt mè, hạt  cải),6,8,14,20-20
32.35,60.72,43.59,Đất đỏ bazan,Millets,17,0,25,20-20
34.2,76.61,35.31,Đất cát,Cây mía,10,5,32,20-20
34.55,55.64,37.76,Đất cát,Cây đậu phộng (Lạc),37,2,0,10-26-26
20.22,58.88,39.39,Đất cát,Cây mía,25,0,22,28-28
33.17,52.85,22.87,Đất cát,Cây bông,40,3,1,10-26-26
37.79,67.0,32.71,Đất cát,Cây lúa,38,0,0,DAP
27.98,60.54,46.23,Đất cát,Cây bắp,13,3,34,Urea
27.24,51.2,39.43,Đất cát,Millets,10,14,21,28-28
34.9,57.7,66.08,Đất đỏ bazan,Cây chuối,34,0,0,17-17-17
31.77,61.86,29.83,Đất mùn,Millets,7,0,10,14-35-14
27.38,63.54,38.63,Đất mùn,Khoai tây,21,0,26,10-26-26
30.85,61.14,54.1,Đất đỏ bazan,Cây mía,34,0,0,14-35-14
34.43,53.83,67.15,Đất sét,Cây bắp,12,13,31,17-17-17
32.02,55.71,67.83,Đất sét,Cây bắp,14,6,27,20-20
30.87,48.15,28.62,Đất mùn,Các loại hạt (hạt mè, hạt  cải),41,0,3,20-20
30.34,65.67,31.36,Đất cát,Cây đậu phộng (Lạc),15,19,14,DAP
39.88,61.95,47.99,Đất thịt tơi xốp,Khoai tây,7,10,25,14-35-14
25.91,49.54,54.66,Đất mùn,Các loại hạt (hạt mè, hạt  cải),7,18,17,Urea
26.43,46.63,42.08,Đất cát,Cây bắp,8,17,19,17-17-17
30.48,65.53,69.54,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),16,2,40,10-26-26
36.97,55.81,41.5,Đất sét,Khoai tây,35,0,0,DAP
27.63,60.94,44.64,Đất đỏ bazan,Cây lúa,7,3,39,28-28
24.24,45.83,31.62,Đất sét,Cây lúa,3,16,11,28-28
36.09,59.96,40.07,Đất đỏ bazan,Cây chuối,38,0,4,28-28
29.1,73.96,55.31,Đất sét,Các loại hạt (hạt mè, hạt  cải),26,0,19,DAP
31.11,59.97,37.7,Đất đỏ bazan,Cây chè,8,18,21,DAP
22.24,53.86,57.32,Đất đỏ bazan,Khoai tây,9,17,15,Urea
27.82,55.13,42.05,Đất cát,Cây chè,20,0,23,Urea
39.12,70.65,46.22,Đất sét,Cây bắp,7,0,42,20-20
25.31,51.79,51.38,Đất sét,Cây chè,27,0,17,10-26-26
31.03,60.24,49.2,Đất cát,Cây mía,39,0,1,28-28
34.83,50.31,46.32,Đất cát,Millets,11,0,10,20-20
37.71,79.73,38.27,Đất thịt tơi xốp,Cây lúa,8,0,43,DAP
24.45,67.55,32.45,Đất đỏ bazan,Khoai tây,16,18,13,20-20
37.69,72.0,68.84,Đất cát,Các loại hạt (hạt mè, hạt  cải),11,0,37,17-17-17
29.54,53.63,58.72,Đất sét,Cây lúa,39,0,0,10-26-26
29.25,48.93,39.46,Đất sét,Cây lúa,35,0,3,20-20
26.75,59.07,20.0,Đất sét,Cây đậu phộng (Lạc),11,10,9,20-20
22.76,48.63,20.61,Đất sét,Cây mía,13,2,40,10-26-26
24.26,46.73,63.59,Đất sét,Millets,14,8,19,28-28
31.35,50.33,31.43,Đất mùn,Cây chè,12,7,32,28-28
35.06,63.37,43.28,Đất cát,Cây bông,8,12,27,17-17-17
35.85,66.05,54.54,Đất mùn,Cây lúa,34,0,0,10-26-26
35.75,63.33,35.33,Đất sét,Các loại hạt (hạt mè, hạt  cải),42,4,0,28-28
24.06,50.18,49.03,Đất cát,Millets,22,0,16,20-20
35.64,52.08,40.4,Đất thịt tơi xốp,Cây chuối,19,0,27,14-35-14
30.3,48.94,35.02,Đất thịt tơi xốp,Khoai tây,27,1,23,28-28
30.14,73.6,67.33,Đất đỏ bazan,Cây chè,21,0,20,DAP
33.84,63.74,29.44,Đất thịt tơi xốp,Cây bông,10,8,26,DAP
31.5,63.37,26.54,Đất sét,Cây chuối,11,0,44,DAP
31.37,66.0,54.39,Đất thịt tơi xốp,Millets,5,11,28,28-28
24.09,56.99,25.25,Đất đỏ bazan,Cây mía,38,0,0,Urea
28.75,58.24,64.26,Đất sét,Cây bông,5,6,35,DAP
29.46,54.26,34.31,Đất sét,Cây lúa,8,14,23,17-17-17
32.22,54.1,33.62,Đất đỏ bazan,Khoai tây,21,1,15,14-35-14
29.28,59.35,30.16,Đất sét,Cây bông,10,22,12,14-35-14
25.75,50.81,43.31,Đất sét,Cây đậu phộng (Lạc),9,0,38,28-28
29.84,52.93,40.42,Đất sét,Các loại hạt (hạt mè, hạt  cải),43,0,0,10-26-26
31.58,72.67,27.01,Đất sét,Cây bắp,11,0,15,DAP
35.52,53.01,36.3,Đất sét,Cây mía,26,0,27,20-20
24.01,50.76,23.95,Đất sét,Cây mía,10,14,31,20-20
28.52,53.93,37.44,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),12,0,35,14-35-14
27.56,69.63,55.59,Đất thịt tơi xốp,Cây đậu phộng (Lạc),6,11,35,20-20
34.13,60.59,68.17,Đất đỏ bazan,Cây chè,13,7,19,Urea
35.28,59.92,52.55,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),11,12,28,Urea
34.8,59.38,24.81,Đất đỏ bazan,Cây lúa,5,4,33,20-20
39.55,79.33,53.87,Đất đỏ bazan,Cây chè,35,3,0,Urea
27.27,70.2,48.0,Đất thịt tơi xốp,Cây mía,21,0,22,Urea
40.0,60.57,39.92,Đất thịt tơi xốp,Các loại đậu,11,0,18,28-28
35.0,71.76,41.14,Đất sét,Cây chè,13,4,39,28-28
32.67,72.64,62.88,Đất sét,Millets,41,4,0,17-17-17
30.88,57.26,21.02,Đất sét,Cây bông,14,0,16,17-17-17
35.06,71.81,44.59,Đất đỏ bazan,Cây lúa,7,22,21,20-20
27.2,53.22,65.54,Đất thịt tơi xốp,Millets,37,0,3,14-35-14
31.64,57.41,46.37,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),11,14,16,14-35-14
23.83,54.44,52.12,Đất sét,Cây bông,3,13,11,10-26-26
34.53,50.56,59.52,Đất đỏ bazan,Millets,6,12,33,14-35-14
32.26,46.78,65.84,Đất sét,Các loại hạt (hạt mè, hạt  cải),37,4,0,28-28
33.72,54.76,55.49,Đất mùn,Millets,9,0,36,DAP
31.51,61.78,30.0,Đất mùn,Cây bông,37,0,0,14-35-14
39.52,68.5,46.86,Đất đỏ bazan,Cây bắp,11,4,36,DAP
29.04,69.4,35.7,Đất mùn,Cây lúa,25,0,18,14-35-14
29.36,57.52,28.75,Đất sét,Cây đậu phộng (Lạc),12,0,40,DAP
31.55,55.2,56.98,Đất sét,Millets,9,15,10,17-17-17
30.73,58.57,39.43,Đất đỏ bazan,Cây lúa,11,0,6,20-20
21.81,44.3,53.45,Đất mùn,Cây bắp,24,0,17,14-35-14
28.73,53.76,21.09,Đất đỏ bazan,Cây lúa,14,4,44,20-20
30.44,50.27,63.48,Đất sét,Các loại hạt (hạt mè, hạt  cải),9,3,35,Urea
26.71,61.14,45.55,Đất cát,Khoai tây,19,0,17,Urea
33.67,60.82,20.16,Đất sét,Cây bông,4,5,29,Urea
30.18,58.08,31.69,Đất đỏ bazan,Cây chè,17,2,14,10-26-26
30.96,71.75,32.0,Đất thịt tơi xốp,Khoai tây,8,3,39,Urea
27.86,65.21,33.52,Đất cát,Cây chuối,9,18,11,10-26-26
23.48,62.95,44.68,Đất đỏ bazan,Cây chuối,40,3,1,Urea
25.76,59.69,42.9,Đất sét,Cây lúa,9,9,25,Urea
34.01,66.76,38.99,Đất cát,Cây chuối,43,0,4,14-35-14
28.1,63.12,59.22,Đất sét,Cây chuối,41,2,1,20-20
36.54,59.79,31.06,Đất cát,Cây bắp,17,4,19,DAP
36.4,64.47,41.6,Đất thịt tơi xốp,Các loại đậu,11,3,6,Urea
29.53,62.5,21.78,Đất thịt tơi xốp,Cây bông,36,0,0,28-28
26.54,60.09,68.52,Đất sét,Cây chuối,8,3,9,14-35-14
34.58,71.62,47.49,Đất thịt tơi xốp,Cây đậu phộng (Lạc),0,12,30,DAP
31.48,62.41,24.55,Đất cát,Cây mía,14,0,34,17-17-17
34.25,73.85,41.28,Đất thịt tơi xốp,Cây đậu phộng (Lạc),10,22,18,17-17-17
25.08,62.43,46.48,Đất mùn,Các loại hạt (hạt mè, hạt  cải),22,1,21,20-20
28.44,55.65,65.23,Đất cát,Các loại đậu,38,2,0,28-28
25.89,50.14,30.58,Đất đỏ bazan,Cây bông,33,0,1,28-28
32.12,77.32,23.3,Đất thịt tơi xốp,Millets,7,3,37,17-17-17
34.41,61.06,44.38,Đất sét,Cây đậu phộng (Lạc),1,6,29,28-28
34.19,62.08,20.0,Đất thịt tơi xốp,Cây lúa,8,6,27,10-26-26
38.22,57.94,50.07,Đất cát,Cây lúa,6,0,12,17-17-17
27.87,55.62,31.24,Đất mùn,Khoai tây,12,0,42,20-20
27.56,65.73,22.89,Đất cát,Cây chè,3,12,17,28-28
28.02,48.4,57.89,Đất cát,Cây bắp,16,0,30,10-26-26
24.06,59.62,70.0,Đất đỏ bazan,Cây mía,17,0,32,10-26-26
23.7,61.92,38.39,Đất sét,Cây bắp,8,3,33,Urea
26.86,65.22,55.92,Đất đỏ bazan,Millets,5,15,12,20-20
33.41,52.42,48.93,Đất đỏ bazan,Cây chè,17,0,20,DAP
24.1,54.53,37.08,Đất thịt tơi xốp,Cây lúa,42,3,0,Urea
30.76,52.1,45.25,Đất sét,Khoai tây,10,0,38,10-26-26
33.33,67.32,54.05,Đất đỏ bazan,Cây bắp,14,0,38,Urea
32.57,60.04,49.72,Đất thịt tơi xốp,Khoai tây,9,0,31,10-26-26
33.14,49.74,33.96,Đất đỏ bazan,Khoai tây,15,21,16,17-17-17
36.86,63.61,26.57,Đất sét,Các loại hạt (hạt mè, hạt  cải),19,0,24,20-20
31.44,53.24,45.64,Đất cát,Các loại hạt (hạt mè, hạt  cải),19,0,20,Urea
24.61,49.42,45.94,Đất thịt tơi xốp,Millets,39,4,4,20-20
31.16,52.39,22.68,Đất mùn,Cây bắp,44,1,0,28-28
31.73,64.39,55.77,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),6,11,25,28-28
27.73,55.39,44.28,Đất thịt tơi xốp,Cây chè,34,3,4,Urea
29.91,67.67,41.74,Đất cát,Cây chuối,27,0,21,DAP
28.48,69.72,42.47,Đất sét,Millets,44,0,2,20-20
26.37,52.84,20.0,Đất sét,Cây chuối,4,7,28,20-20
37.29,68.48,37.23,Đất sét,Cây bông,38,0,0,20-20
27.28,49.29,53.75,Đất mùn,Khoai tây,27,1,15,17-17-17
28.54,52.41,56.61,Đất cát,Cây bắp,9,13,29,17-17-17
35.52,58.55,37.93,Đất mùn,Các loại hạt (hạt mè, hạt  cải),22,2,21,28-28
34.31,59.99,45.08,Đất đỏ bazan,Cây bông,12,2,39,20-20
22.21,52.71,52.42,Đất sét,Cây mía,12,0,12,28-28
32.06,70.94,66.54,Đất thịt tơi xốp,Cây chè,5,0,11,Urea
39.45,61.53,28.76,Đất mùn,Cây mía,15,0,39,14-35-14
28.44,52.58,36.69,Đất thịt tơi xốp,Cây đậu phộng (Lạc),6,18,21,Urea
24.39,61.39,39.84,Đất cát,Cây đậu phộng (Lạc),18,0,21,14-35-14
27.7,55.99,39.51,Đất sét,Cây chuối,35,0,0,Urea
27.84,67.18,46.95,Đất thịt tơi xốp,Cây bông,18,0,17,10-26-26
24.56,58.5,32.41,Đất sét,Các loại hạt (hạt mè, hạt  cải),17,0,23,17-17-17
32.07,67.78,33.63,Đất sét,Cây chuối,18,0,18,28-28
31.04,52.32,62.57,Đất mùn,Cây mía,10,8,26,17-17-17
24.82,49.2,36.28,Đất sét,Cây lúa,7,0,18,17-17-17
29.17,47.64,58.77,Đất sét,Các loại hạt (hạt mè, hạt  cải),38,4,0,DAP
22.49,53.29,40.75,Đất mùn,Khoai tây,24,3,27,17-17-17
30.17,51.2,34.47,Đất thịt tơi xốp,Khoai tây,7,9,16,28-28
29.86,52.39,28.29,Đất mùn,Cây mía,10,0,44,Urea
26.36,64.53,20.0,Đất thịt tơi xốp,Cây mía,0,21,19,17-17-17
29.94,57.63,50.05,Đất mùn,Các loại đậu,9,13,18,10-26-26
24.42,60.92,38.85,Đất cát,Cây chè,9,11,14,DAP
35.93,62.74,49.08,Đất cát,Khoai tây,7,2,39,10-26-26
28.33,55.61,32.04,Đất sét,Cây bông,39,3,0,14-35-14
32.95,64.98,33.74,Đất sét,Cây bắp,26,0,25,14-35-14
25.86,69.87,40.56,Đất sét,Cây đậu phộng (Lạc),8,0,39,10-26-26
32.74,52.59,32.29,Đất cát,Các loại đậu,19,3,21,14-35-14
27.17,60.75,56.14,Đất đỏ bazan,Khoai tây,10,10,32,Urea
24.86,49.39,31.93,Đất đỏ bazan,Cây lúa,31,4,0,17-17-17
40.0,74.58,50.59,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),44,0,0,10-26-26
26.12,62.49,63.64,Đất cát,Cây đậu phộng (Lạc),18,2,33,DAP
29.0,56.76,20.0,Đất cát,Cây bông,12,0,39,Urea
32.73,57.84,40.73,Đất cát,Các loại hạt (hạt mè, hạt  cải),24,0,19,20-20
29.99,62.67,29.97,Đất cát,Millets,14,0,40,Urea
26.67,56.31,37.51,Đất đỏ bazan,Cây bắp,23,0,19,20-20
33.3,67.48,42.24,Đất mùn,Cây đậu phộng (Lạc),9,0,32,17-17-17
35.44,66.64,32.53,Đất cát,Cây lúa,11,0,42,17-17-17
33.13,57.08,25.06,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),10,3,40,Urea
35.11,62.94,34.46,Đất cát,Các loại đậu,15,0,36,Urea
29.01,61.71,48.57,Đất cát,Cây lúa,13,0,14,Urea
38.94,75.61,49.89,Đất sét,Cây bắp,34,0,0,DAP
30.55,51.34,42.6,Đất thịt tơi xốp,Cây mía,9,0,7,17-17-17
28.16,58.55,25.26,Đất sét,Cây đậu phộng (Lạc),18,1,15,20-20
40.0,64.09,46.49,Đất cát,Cây chè,4,4,29,Urea
29.35,62.25,39.85,Đất mùn,Khoai tây,12,4,5,Urea
26.48,62.9,33.45,Đất cát,Các loại hạt (hạt mè, hạt  cải),9,15,16,DAP
27.66,47.56,41.75,Đất thịt tơi xốp,Khoai tây,11,1,9,10-26-26
35.72,68.72,25.91,Đất đỏ bazan,Cây chuối,21,0,18,20-20
28.79,48.06,37.93,Đất mùn,Cây chuối,36,0,3,28-28
34.17,58.77,44.38,Đất cát,Cây mía,43,3,1,28-28
26.8,44.21,38.52,Đất cát,Khoai tây,23,4,15,14-35-14
28.95,59.12,26.9,Đất thịt tơi xốp,Cây chuối,33,0,1,10-26-26
32.83,68.78,37.84,Đất cát,Cây chuối,38,1,0,10-26-26
25.25,45.43,65.6,Đất thịt tơi xốp,Cây bông,35,0,4,14-35-14
30.33,62.51,68.4,Đất cát,Cây chè,28,4,22,20-20
32.02,63.85,28.71,Đất đỏ bazan,Cây bắp,39,1,4,17-17-17
31.17,55.69,40.48,Đất mùn,Cây chuối,35,0,3,17-17-17
28.93,70.5,64.49,Đất thịt tơi xốp,Cây bắp,10,16,18,10-26-26
30.87,63.26,31.49,Đất thịt tơi xốp,Cây bông,25,4,19,28-28
25.69,62.47,65.56,Đất thịt tơi xốp,Cây lúa,38,0,0,17-17-17
28.09,62.05,41.9,Đất đỏ bazan,Cây chuối,7,4,9,14-35-14
32.56,65.99,36.24,Đất mùn,Khoai tây,14,4,18,20-20
30.46,54.2,26.28,Đất thịt tơi xốp,Cây bông,11,7,32,10-26-26
35.65,66.09,33.49,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),17,0,23,20-20
29.94,55.21,52.74,Đất đỏ bazan,Cây đậu phộng (Lạc),19,1,25,DAP
21.71,49.72,30.07,Đất thịt tơi xốp,Cây lúa,15,14,10,Urea
26.09,61.38,37.05,Đất thịt tơi xốp,Cây chè,8,10,17,20-20
31.74,68.91,47.96,Đất sét,Millets,38,0,3,28-28
38.84,61.78,60.96,Đất mùn,Cây bắp,14,0,34,Urea
30.25,53.77,39.07,Đất sét,Cây bông,18,0,17,DAP
32.22,67.1,64.91,Đất đỏ bazan,Khoai tây,9,2,36,28-28
26.13,55.16,61.36,Đất thịt tơi xốp,Các loại đậu,16,0,39,DAP
37.33,62.07,24.59,Đất cát,Cây chuối,12,2,43,10-26-26
31.94,43.31,56.99,Đất đỏ bazan,Cây bông,14,0,14,20-20
28.23,54.78,46.69,Đất cát,Các loại đậu,36,0,0,14-35-14
30.54,45.68,27.66,Đất mùn,Các loại đậu,11,0,35,20-20
30.6,55.38,35.35,Đất mùn,Cây lúa,2,23,17,DAP
39.13,73.24,41.33,Đất mùn,Cây bắp,9,3,42,28-28
25.75,61.91,33.57,Đất sét,Cây chuối,20,0,17,Urea
29.99,60.85,46.92,Đất mùn,Cây đậu phộng (Lạc),25,0,18,20-20
40.0,68.84,70.0,Đất đỏ bazan,Millets,10,0,38,10-26-26
31.08,51.34,55.35,Đất sét,Các loại hạt (hạt mè, hạt  cải),15,1,7,28-28
28.77,51.58,35.29,Đất sét,Các loại đậu,33,0,0,Urea
40.0,64.69,54.83,Đất mùn,Cây mía,8,8,25,DAP
27.43,51.19,59.36,Đất cát,Cây chè,11,0,37,17-17-17
32.79,45.26,26.63,Đất mùn,Cây chuối,38,0,0,10-26-26
31.04,71.72,53.87,Đất sét,Cây lúa,12,12,7,14-35-14
25.99,51.27,38.05,Đất mùn,Cây bắp,25,0,15,DAP
38.25,61.62,25.91,Đất mùn,Cây chè,9,1,11,20-20
25.03,59.25,46.72,Đất đỏ bazan,Cây chè,7,11,15,Urea
22.52,59.32,31.39,Đất thịt tơi xốp,Cây mía,36,0,3,17-17-17
26.12,56.29,67.0,Đất mùn,Cây bắp,10,0,6,14-35-14
26.09,50.71,44.3,Đất thịt tơi xốp,Các loại đậu,12,4,34,28-28
38.53,69.75,61.48,Đất sét,Cây lúa,13,0,36,10-26-26
28.93,60.61,46.4,Đất cát,Cây mía,38,0,0,17-17-17
29.51,57.86,47.6,Đất thịt tơi xốp,Cây đậu phộng (Lạc),17,4,11,20-20
33.95,69.5,26.36,Đất đỏ bazan,Cây bông,15,2,38,20-20
30.99,47.42,57.98,Đất sét,Cây mía,5,3,10,28-28
32.26,54.9,62.24,Đất cát,Cây bắp,7,0,36,Urea
31.83,67.7,37.31,Đất đỏ bazan,Cây đậu phộng (Lạc),3,17,17,14-35-14
31.94,61.1,52.49,Đất mùn,Các loại đậu,14,0,36,Urea
26.53,58.97,45.49,Đất thịt tơi xốp,Cây mía,20,1,25,10-26-26
28.16,49.51,36.1,Đất cát,Khoai tây,32,3,1,10-26-26
38.8,63.61,68.24,Đất thịt tơi xốp,Cây mía,12,0,37,Urea
21.85,44.0,49.66,Đất sét,Cây bông,11,10,17,14-35-14
35.0,65.39,37.65,Đất mùn,Cây mía,18,2,44,DAP
31.91,54.59,63.99,Đất mùn,Các loại đậu,13,10,10,14-35-14
26.67,55.69,30.74,Đất mùn,Cây bông,23,4,22,10-26-26
26.68,54.5,38.68,Đất mùn,Cây chè,9,0,13,17-17-17
29.19,60.94,42.0,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),27,3,15,20-20
22.27,59.9,51.79,Đất sét,Khoai tây,12,2,11,20-20
37.63,71.29,50.14,Đất đỏ bazan,Cây bông,20,4,22,10-26-26
33.13,70.61,42.85,Đất mùn,Cây chuối,18,11,10,DAP
28.6,56.17,57.59,Đất sét,Khoai tây,35,0,4,Urea
34.35,60.57,46.46,Đất cát,Các loại đậu,23,0,24,28-28
23.82,53.92,33.92,Đất sét,Các loại đậu,46,0,3,Urea
27.76,52.38,36.17,Đất mùn,Các loại hạt (hạt mè, hạt  cải),22,3,20,17-17-17
24.68,43.45,57.28,Đất mùn,Cây lúa,5,0,18,20-20
24.1,45.69,20.64,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),35,0,1,DAP
30.87,65.28,46.28,Đất sét,Các loại hạt (hạt mè, hạt  cải),6,12,12,Urea
33.69,71.85,50.83,Đất cát,Millets,31,0,0,28-28
33.65,65.32,70.0,Đất sét,Millets,17,2,37,14-35-14
30.33,44.11,26.82,Đất thịt tơi xốp,Khoai tây,14,0,13,DAP
29.74,63.49,44.31,Đất cát,Cây chuối,21,4,26,28-28
26.3,54.13,34.21,Đất cát,Các loại đậu,15,0,37,17-17-17
24.96,44.47,66.11,Đất cát,Cây mía,8,0,9,17-17-17
33.57,60.78,51.96,Đất đỏ bazan,Cây lúa,16,0,37,10-26-26
33.5,56.07,54.11,Đất sét,Các loại hạt (hạt mè, hạt  cải),14,0,14,10-26-26
30.24,61.77,37.68,Đất mùn,Cây chè,14,0,16,20-20
37.62,69.05,44.74,Đất đỏ bazan,Các loại đậu,5,9,31,DAP
25.79,60.67,43.34,Đất sét,Cây lúa,36,0,0,DAP
30.35,60.18,63.97,Đất cát,Millets,35,4,1,DAP
31.38,51.49,61.27,Đất đỏ bazan,Cây lúa,6,3,38,14-35-14
29.28,71.07,35.67,Đất thịt tơi xốp,Cây mía,12,3,41,Urea
31.0,57.54,48.96,Đất đỏ bazan,Cây đậu phộng (Lạc),5,10,26,DAP
33.3,68.18,47.51,Đất sét,Khoai tây,14,18,8,14-35-14
22.85,55.1,29.09,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),13,1,43,14-35-14
33.98,62.99,50.43,Đất cát,Cây đậu phộng (Lạc),10,0,9,20-20
28.82,62.48,20.0,Đất thịt tơi xốp,Millets,14,0,10,14-35-14
29.99,66.83,47.07,Đất mùn,Cây lúa,9,0,37,Urea
34.18,67.07,58.67,Đất mùn,Cây chè,19,3,39,17-17-17
40.0,67.75,56.43,Đất mùn,Cây đậu phộng (Lạc),38,4,0,14-35-14
32.67,56.77,40.22,Đất sét,Cây bắp,38,0,0,17-17-17
22.13,50.96,59.06,Đất sét,Cây bông,8,0,10,Urea
24.84,53.53,34.79,Đất cát,Millets,19,14,6,17-17-17
30.24,58.88,49.24,Đất mùn,Cây chè,20,0,23,14-35-14
25.81,58.56,40.21,Đất thịt tơi xốp,Cây chuối,20,1,19,Urea
34.23,69.79,65.57,Đất sét,Cây lúa,12,0,40,17-17-17
28.67,57.67,21.0,Đất sét,Millets,40,0,1,20-20
30.8,55.01,25.0,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),35,0,0,17-17-17
31.14,57.5,63.08,Đất mùn,Cây bông,35,0,0,DAP
33.11,67.57,32.21,Đất mùn,Cây chuối,4,12,30,DAP
31.43,63.1,43.59,Đất thịt tơi xốp,Các loại đậu,7,6,29,14-35-14
29.73,59.06,69.92,Đất cát,Millets,5,14,31,DAP
21.23,46.1,36.59,Đất thịt tơi xốp,Khoai tây,8,10,15,14-35-14
28.01,50.89,20.0,Đất mùn,Millets,10,0,39,20-20
23.56,57.65,42.16,Đất đỏ bazan,Cây bông,30,0,0,DAP
32.72,58.96,60.48,Đất thịt tơi xốp,Các loại đậu,37,1,3,20-20
31.16,48.63,20.19,Đất cát,Các loại hạt (hạt mè, hạt  cải),37,0,1,28-28
29.76,64.65,52.47,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),28,0,17,10-26-26
36.17,68.75,32.62,Đất thịt tơi xốp,Cây bông,38,0,0,14-35-14
26.1,47.54,20.66,Đất mùn,Cây bông,11,2,11,20-20
33.77,48.38,32.49,Đất mùn,Cây bông,6,11,20,14-35-14
25.64,55.98,37.32,Đất đỏ bazan,Cây bắp,27,0,19,14-35-14
21.73,48.03,43.37,Đất cát,Cây bắp,4,14,15,20-20
28.89,46.84,27.93,Đất mùn,Cây chuối,26,0,16,14-35-14
33.59,51.12,39.54,Đất thịt tơi xốp,Cây chuối,18,4,43,17-17-17
26.21,66.15,51.0,Đất đỏ bazan,Cây chuối,10,10,11,20-20
39.86,71.81,57.26,Đất đỏ bazan,Các loại hạt (hạt mè, hạt  cải),36,0,0,20-20
26.38,63.29,52.18,Đất sét,Khoai tây,21,4,20,14-35-14
25.54,62.93,36.09,Đất mùn,Cây lúa,40,3,0,14-35-14
27.38,60.32,50.76,Đất cát,Các loại đậu,5,13,26,14-35-14
23.59,52.26,42.23,Đất cát,Cây mía,20,1,25,20-20
33.97,49.49,35.62,Đất sét,Cây bắp,12,0,13,14-35-14
33.16,51.42,47.39,Đất mùn,Cây bông,10,3,5,17-17-17
25.25,46.12,56.39,Đất thịt tơi xốp,Cây bông,36,4,1,Urea
28.82,61.5,42.75,Đất sét,Khoai tây,18,1,11,DAP
30.93,67.78,70.0,Đất thịt tơi xốp,Khoai tây,10,9,24,Urea
34.27,65.79,45.96,Đất thịt tơi xốp,Các loại hạt (hạt mè, hạt  cải),16,0,13,10-26-26
28.52,52.04,64.54,Đất thịt tơi xốp,Cây lúa,35,4,0,Urea
26.18,60.1,34.98,Đất mùn,Cây bông,20,0,20,DAP
30.19,67.0,24.65,Đất cát,Cây bông,10,0,37,20-20
26.15,56.28,48.04,Đất thịt tơi xốp,Cây bông,18,0,20,28-28
26.51,50.62,55.85,Đất cát,Cây bắp,10,6,27,DAP
32.89,53.28,63.35,Đất thịt tơi xốp,Millets,12,3,42,Urea
31.36,66.66,46.26,Đất sét,Khoai tây,18,0,23,17-17-17
25.37,51.4,67.69,Đất đỏ bazan,Khoai tây,13,0,35,20-20
29.14,67.8,49.49,Đất đỏ bazan,Cây lúa,20,0,26,10-26-26
29.89,71.8,41.42,Đất mùn,Cây lúa,16,0,34,DAP
30.69,55.65,63.02,Đất sét,Cây bông,11,8,34,Urea
31.52,67.58,32.04,Đất cát,Khoai tây,3,7,27,DAP
26.01,41.55,61.19,Đất thịt tơi xốp,Khoai tây,39,0,0,Urea
30.43,55.84,34.76,Đất cát,Cây lúa,15,0,36,20-20
32.51,62.88,48.48,Đất mùn,Cây mía,22,1,18,Urea
27.22,49.1,27.15,Đất sét,Các loại hạt (hạt mè, hạt  cải),2,11,21,28-28
36.5,68.47,38.52,Đất đỏ bazan,Cây bông,11,13,30,Urea
21.59,54.14,68.42,Đất mùn,Cây đậu phộng (Lạc),14,0,13,DAP
30.75,52.41,36.1,Đất sét,Các loại hạt (hạt mè, hạt  cải),21,1,25,14-35-14
27.98,51.57,32.44,Đất cát,Cây mía,40,3,4,10-26-26
33.96,52.94,35.23,Đất cát,Cây chuối,19,2,18,Urea
27.85,52.65,33.33,Đất sét,Cây chuối,24,0,13,20-20
26.51,63.74,20.0,Đất sét,Cây chuối,16,0,41,28-28
29.01,58.45,25.72,Đất đỏ bazan,Cây đậu phộng (Lạc),17,0,36,Urea
31.19,57.06,56.73,Đất đỏ bazan,Cây chuối,10,11,32,14-35-14
